species,plantType,kingdom,phylum,AngioGymnosperm,dicotMonocot,class,order,family,raunkier,ecoregion,clonality,ramet,genet,Country,temporalReplication,start,end,spatialReplication,dimension,criteriaSize,criteriaStage,criteriaAge,criteria
Neodypsis_decaryi,Palm,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Arecales,Arecaceae,Mesophanerophyte,TMB,Genet,NA,NA,MDG,4,1990,1993,1,8,Leaf length & Height,Yes,NA,S
Neotinea_ustulata,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Asparagales,Orchidaceae,Geophyte,TBM,Genet,NA,NA,EST,13,1993,2005,5,3,NA,Yes,NA,ST
Nothofagus_fusca,Tree,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Fagales,Fagaceae,Mesophanerophyte,TBM,Genet,NA,NA,NZL,11,1927,1937,1,4,Height & DBH,Based on size,NA,S
Oenothera_deltoides,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Myrtales,Onagraceae,Hemicryptophyte,DES,Genet,NA,NA,USA,4,1997,2000,1,4,Canopy volume,Based on size,NA,S
Ophrys_sphegodes,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Asparagales,Orchidaceae,Geophyte,TBM,Genet,NA,NA,GBR,10,1975,1984,1,3,NA,Yes,NA,ST
Opuntia_macrocentra,Succulent,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Caryophyllales,Cactaceae,Nanophanerophyte,DES,Ramet,NA,NA,MEX,4,1997,2000,2,10,Cladode number,Based on size,NA,S
Opuntia_rastrera,Succulent,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Caryophyllales,Cactaceae,Nanophanerophyte,DES,Genet,NA,NA,MEX,7,1992,1998,2,10,Cladode number,Based on size,NA,S
Orchis_purpurea,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Asparagales,Orchidaceae,Geophyte,TBM,Genet,NA,NA,BEL,7,2002,2008,6,6,NA,Yes,NA,ST
Oxalis_acetosella,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Oxalidales,Oxalidaceae,Geophyte,TBM,Ramet,NA,NA,SWE,3,1995,1997,3,5,NA,Yes,NA,ST
Oxandra_asbeckii,Tree,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Magnoliales,Annonace_,Mesophanerophyte,TMB,Genet,NA,NA,GUF,3,1984,1986,1,5,DBH,NA,NA,S
Oxytropis_jabalambrensis,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Fabales,Fabaceae,Hemicryptophyte,MED,Genet,NA,NA,ESP,6,2001,2006,2,4,Diameter,NA,NA,S
Panax_quinquefolium,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Apiales,Araliaceae,Geophyte,TBM,Genet,NA,NA,USA,3,1998,2000,6,5,Leaf area,Yes,NA,S.ST
Panax_quinquefolium_3,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Apiales,Araliaceae,Geophyte,TBM,Genet,NA,NA,USA,2,2005,2006,2,6,Leafnumber,NA,NA,S
Parashorea_chinensis,Tree,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Magnoliales,Annonaceae,Mesophanerophyte,TMB,Genet,NA,NA,VNM,3,2003,2005,1,15,Height & DBH,NA,NA,S
Parkinsonia_aculeata,Tree,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Fabales,Fabaceae,Mesophanerophyte,TGV,Genet,NA,NA,AUS,2,2001,2002,1,6,Heigth (m),NA,NA,S
Parolinia_glabriuscula,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Brassicales,Brassicaceae,Hemicryptophyte,MED,Genet,NA,NA,ESP,6,2001,2006,1,3,Height and diameter of crown,NA,NA,S
Paronychia_jamesii,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Caryophyllales,Caryophyllaceae,Hemicryptophyte,TGS,Genet,NA,NA,USA,35,1938,1972,1,2,NA,NA,Yes,A
Paronychia_pulvinata,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Caryophyllales,Caryophyllaceae,Hemicryptophyte,TCF,Genet,NA,NA,USA,4,1998,2001,3,9,"Height, number of rosettes",Based on size,NA,S
Pedicularis_furbishiae,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Malpighiales,Scrophulariaceae,Hemicryptophyte,FGS,Genet,NA,NA,USA,4,1983,1986,17,6,"Flowering size, number of scapes",Based on size,NA,S
Pentaclethra_macroloba,Tree,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Fabales,Fabaceae,Megaphanerophyte,TMB,Genet,NA,NA,CRI,3,1969,1971,1,15,"Heigth, Stems per ha",NA,NA,S
Periandra_mediterranea,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Fabales,Fabaceae,Hemicryptophyte,TGV,Genet,NA,NA,BRA,4,1992,1995,1,8,Stem diameter,NA,NA,S
Petrophile_pulchella,Shrub,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Proteales,Proteaceae,Nanophanerophyte,TBM,Genet,NA,NA,AUS,4,1980,1983,7,4,Height,Based on size,NA,S
Phaseolus_lunatus,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Fabales,Fabaceae,Chamaephyte,TMB,Genet,NA,NA,CRI,3,1994,1996,1,6,Stem diameter,Based on size,NA,S
Phyllanthus_emblica,Tree,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Malpighiales,Euphorbiaceae,Mesophanerophyte,TDB,Genet,NA,NA,IND,3,1995,1997,8,6,Basal area,Based on age,Yes,S.ST.A
Phyllanthus_indofischeri,Tree,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Malpighiales,Euphorbiaceae,Mesophanerophyte,TDB,Genet,NA,NA,IND,11,1999,2009,2,7,Basal diameter and DBH,NA,NA,S
Phytelephas_seemannii,Palm,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Arecales,Arecaceae,Nanophanerophyte,TMB,Genet,NA,NA,COL,2,1994,1995,2,6,"Pinnae number, stem length)",Based on size,NA,S.ST
Picea_glehnii,Tree,Plantae,Pinophyta,Gymnosperm,NA,Pinopsida,Pinales,Pinaceae,Mesophanerophyte,TCF,Genet,NA,NA,JPN,4,1989,1992,1,8,DBH,NA,NA,S
Picea_jezoensis,Tree,Plantae,Pinophyta,Gymnosperm,NA,Pinopsida,Pinales,Pinaceae,Megaphanerophyte,TCF,Genet,NA,NA,JPN,4,1989,1992,1,8,DBH,NA,NA,S
Picris_hieracioides,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Asterales,Asteraceae,Hemicryptophyte,TBM,Genet,NA,NA,USA,4,1976,1979,2,5,Leaf length,Based on size,NA,S
Pinguicula_alpina,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Lamiales,Lentibulariaceae,Geophyte,TUN,Genet,NA,NA,SWE,8,1984,1991,1,5,Largest diameter across the leaf rosette; number of leaves; length of the longest leaf,Based on size,NA,S
Pinguicula_ionantha,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Lamiales,Lentibulariaceae,Geophyte,TCF,Genet,NA,NA,USA,3,2004,2006,15,3,Diameter,NA,NA,S
Pinguicula_villosa,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Lamiales,Lentibulariaceae,Geophyte,TUN,Genet,NA,NA,SWE,8,1984,1991,1,3,Largest diameter across the leaf rosette; number of leaves; length of the longest leaf,Based on size,NA,S
Pinguicula_vulgaris,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Lamiales,Lentibulariaceae,Hemicryptophyte,TUN,Genet,NA,NA,SWE,8,1984,1991,1,5,Largest diameter across the leaf rosette; number of leaves; length of the longest leaf,Based on size,NA,S
Pinus_jeffreyi,Tree,Plantae,Pinophyta,Gymnosperm,NA,Pinopsida,Pinales,Pinaceae,Megaphanerophyte,MED,Genet,NA,NA,USA,18,1983,2000,15,5,DBH,NA,NA,S
Pinus_kwangtungensis,Tree,Plantae,Pinophyta,Gymnosperm,NA,Pinopsida,Pinales,Pinaceae,Mesophanerophyte,TSC,Genet,NA,NA,VNM,3,2003,2005,1,17,"Height, & DBH",NA,NA,S
Pinus_lambertiana,Tree,Plantae,Pinophyta,Gymnosperm,NA,Pinopsida,Pinales,Pinaceae,Megaphanerophyte,MED,Genet,NA,NA,USA,21,1983,2003,15,5,DBH,NA,NA,S
Pinus_nigra,Tree,Plantae,Pinophyta,Gymnosperm,NA,Pinopsida,Pinales,Pinaceae,Mesophanerophyte,TGS,Genet,NA,NA,NZL,18,1986,2003,1,8,NA,Yes,Yes,ST.A
Pinus_palustris,Tree,Plantae,Pinophyta,Gymnosperm,NA,Pinopsida,Pinales,Pinaceae,Mesophanerophyte,TCF,Genet,NA,NA,USA,5,1979,1983,1,8,DBH,NA,NA,S
Pinus_ponderosa,Tree,Plantae,Pinophyta,Gymnosperm,NA,Pinopsida,Pinales,Pinaceae,Megaphanerophyte,MED,Genet,NA,NA,USA,13,1991,2003,15,5,DBH,NA,NA,S
Pinus_sylvestris,Tree,Plantae,Pinophyta,Gymnosperm,NA,Pinopsida,Pinales,Pinaceae,Mesophanerophyte,TCF,Genet,NA,NA,GBR,15,1952,1966,1,6,Yes,NA,NA,S
Plantago_media,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Lamiales,Plantaginaceae,Hemicryptophyte,FGS,Genet,NA,NA,SWE,5,1993,1997,2,5,Rosette size,Based on size,NA,S
Platanthera_hookeri,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Asparagales,Orchidaceae,Geophyte,FGS,Genet,NA,NA,CAN,25,1981,2005,3,3,NA,Yes,NA,ST
Platymiscium_filipes,Tree,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Fabales,Fabaceae,Mesophanerophyte,TMB,Genet,NA,NA,BRA,3,2003,2005,1,25,DBH,NA,NA,S
Poa_alpina,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Poales,Poaceae,Hemicryptophyte,TCF,Ramet,NA,NA,AUT,3,2004,2006,3,6,number rosettes,Yes,NA,S.ST
Podococcus_barteri,Palm,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Arecales,Arecaceae,Mesophanerophyte,TBM,Ramet,NA,NA,CMR,2,1976,1977,1,7,NA,Yes,NA,ST
Podophyllum_peltatum,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Ranunculales,Berberidaceae,Geophyte,TBM,Genet,NA,NA,USA,3,1973,1975,4,2,NA,Yes,NA,ST
Polemonium_vanbruntiae,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Ericales,Polemoniaceae,Helophyte,TBM,Genet,NA,NA,USA,4,2004,2007,4,6,NA,Yes,NA,ST
Polystichum_aculeatum,Fern,Plantae,Pteridophyta,NA,NA,Pteridopsida,Polypodiales,Dryopteridaceae,Epiphyte,TBM,Genet,NA,NA,NLD,3,2008,2010,2,7,Frond length,NA,NA,S
Polystichum_setiferum,Fern,Plantae,Pteridophyta,NA,NA,Pteridopsida,Polypodiales,Dryopteridaceae,Epiphyte,TBM,Genet,NA,NA,NLD,3,2008,2010,2,7,Frond length,NA,NA,S
Potentilla_anserina,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Rosales,Rosaceae,Hemicryptophyte,TBM,Ramet,NA,NA,SWE,4,1981,1984,1,6,Ramet size,Based on size & age,Yes,S.A
Potentilla_recta,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Rosales,Rosaceae,Hemicryptophyte,TBM,Genet,NA,NA,USA,8,1998,2005,4,3,Leaf number,Based on size,NA,S.ST
Pouteria_sagotiana,Tree,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Ericales,Sapotaceae,Mesophanerophyte,TMB,Genet,NA,NA,BRA,3,2003,2005,1,39,DBH,NA,NA,S
Primula_elatior,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Ericales,Primulaceae,Hemicryptophyte,TBM,Genet,NA,NA,BEL,4,2004,2007,7,5,Plant size ,Reproductive status ,Yes,S.A
Primula_farinosa,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Ericales,Primulaceae,Hemicryptophyte,TBM,Genet,NA,NA,SWE,4,1996,1999,6,4,Diameter (rosette),Based on size,NA,S
Primula_nutans,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Ericales,Primulaceae,Hemicryptophyte,TBM,Genet,NA,NA,FIN,4,1999,2002,11,3,NA,Yes,NA,ST
Primula_veris,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Ericales,Primulaceae,Hemicryptophyte,TBM,Genet,NA,NA,SWE,3,1996,1998,1,6,Leaf length,Based on size & age,Yes,S.A
Primula_vulgaris,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Ericales,Primulaceae,Hemicryptophyte,TBM,Genet,NA,NA,GBR,3,1992,1994,8,5,Yes,Based on size (area),NA,S
Prioria_copaifera,Tree,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Fabales,Fabaceae,Mesophanerophyte,TMB,Genet,NA,NA,PAN,9,1982,1990,1,8,DBH,NA,NA,S
Prosopis_glandulosa,Tree,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Fabales,Mimosaceae,Mesophanerophyte,DES,Genet,NA,NA,MEX,5,1994,1998,1,9,Crown volume,NA,NA,S
Prosopis_laevigata,Tree,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Fabales,Mimosaceae,Mesophanerophyte,TSC,Genet,NA,NA,MEX,3,2001,2003,1,9,Crown volume,Based on size,NA,S
Prunus_africana,Tree,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Rosales,Rosaceae,Hemicryptophyte,TGV,Genet,NA,NA,CMR,3,1997,1999,5,7,DBH,NA,NA,S
Prunus_serotina,Tree,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Rosales,Rosaceae,Mesophanerophyte,TBM,Genet,NA,NA,FRA,3,2003,2005,1,11,Yes,Based on size,NA,S
Pseudomisopates_rivas-martinezii,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Malpighiales,Scrophulariaceae,Chamaephyte,MED,Genet,NA,NA,ESP,6,2001,2006,2,2,Ramets estimAted on number of secundary branches,NA,NA,S
Pseudophoenix_sargentii,Palm,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Arecales,Arecaceae,Mesophanerophyte,TMB,Genet,NA,NA,MEX,3,1988,1990,6,5,NA,Yes,NA,ST
Pseudophoenix_sargentii_2,Palm,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Arecales,Arecaceae,Mesophanerophyte,TMB,Genet,NA,NA,USA,5,2000,2004,1,5,"Height to tallest rachis, diameter at breast or crown height, number of leaves",Presence/absence of growth spike,NA,S
Psidium_guajava,Tree,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Myrtales,Myrtaceae,Mesophanerophyte,TMB,Genet,NA,NA,CRI,3,1984,1986,1,15,DBH,NA,NA,S
Psoralea_tenuiflora,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Fabales,Fabaceae,Hemicryptophyte,TGS,Genet,NA,NA,USA,34,1939,1972,1,2,NA,NA,Yes,A
Pterocarpus_angolensis,Tree,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Fabales,Fabaceae,Mesophanerophyte,MON,Genet,NA,NA,ZAF,2,1992,1993,1,4,DBH,Based on size,NA,S
Pterocarya_rhoifolia,Tree,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Fagales,Juglandaceae,Mesophanerophyte,TBM,Genet,NA,NA,JPN,8,1989,1996,1,7,Stem length,Based on size,NA,S
Pterocereus_gaumeri,Succulent,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Caryophyllales,Cactaceae,Mesophanerophyte,TDB,Genet,NA,NA,MEX,3,1997,1999,2,10,Stem length,NA,NA,S
Pterygophora_californica,Algae,Plantae,Magnoliophyta,Angiosperm,Eudicot,Phaeophyceae,Laminariales,Alariaceae,Hydrophyte,TEU,Genet,NA,NA,CAN,3,1981,1983,3,12,NA,NA,Yes,A
Ptilotus_obovatus,Shrub,Plantae,Magnoliophyta,Angiosperm,Eudicot,Liliopsida,Zingiberales,Marantaceae,Nanophanerophyte,DES,Genet,NA,NA,AUS,5,1986,1990,1,10,Height,NA,NA,S
Ptychosperma_macarthurii,Palm,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Arecales,Arecaceae,Mesophanerophyte,TGV,Genet,NA,NA,AUS,12,1990,2001,10,3,Height,Based on size,NA,S
Purshia_subintegra,Shrub,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Rosales,Rosaceae,Nanophanerophyte,DES,Genet,NA,NA,USA,8,1996,2003,1,5,NA,Yes,NA,ST
Pyxidanthera_brevifolia,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Ericales,Diapensiaceae,Geophyte,TCF,Genet,NA,NA,USA,3,2008,2010,3,12,Plant area,Yes,NA,S
Quercus_rugosa,Tree,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Fagales,Fagaceae,Mesophanerophyte,TDB,Genet,NA,NA,MEX,7,1991,1997,1,7,Height and basal area,Based on size,NA,S
Ramonda_myconi,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Lamiales,Gesneriaceae,Hemicryptophyte,MED,Genet,NA,NA,ESP,6,1992,1997,5,5,Leaf number and rosette area,Based on size,NA,S
Ranunculus_peltatus,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Ranunculales,Ranunculaceae,Hydrophyte,TBM,Genet,NA,NA,SWE,6,1992,1997,3,3,NA,Yes,NA,ST
Ratibida_columnifera,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Asterales,Asteraceae,Hemicryptophyte,TGS,Genet,NA,NA,USA,31,1942,1972,1,2,NA,NA,Yes,A
Rhizophora_mangle,Tree,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Malpighiales,Rhizophoraceae,Mesophanerophyte,TMB,Genet,NA,NA,VEN,3,1999,2001,1,7,Height & DBH,Yes,NA,S
Rhododendron_maximum,Shrub,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Ericales,Ericaceae,Nanophanerophyte,TBM,Genet,NA,NA,USA,2,1984,1985,1,9,Height & Leaf length,Yes,NA,S.ST
Rhododendron_ponticum,Tree,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Ericales,Ericaceae,Nanophanerophyte,TBM,Ramet,NA,NA,"GBR, ESP",3,2003,2005,10,4,NA,NA,Yes,A
Rhopalostylis_sapida,Palm,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Arecales,Arecaceae,Mesophanerophyte,TBM,Genet,NA,NA,NZL,7,1983,1989,1,8,Stem height,NA,NA,S
Rhopalostylis_sapida_2,Palm,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Arecales,Arecaceae,Mesophanerophyte,TBM,Genet,NA,NA,NZL,7,1983,1989,1,8,length of frond scars,NA,NA,S
Rhus_aromatica,Shrub,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Sapindales,Anacardiaceae,Nanophanerophyte,TBM,Ramet,NA,NA,CAN,3,1992,1994,2,6,Stem length,NA,NA,S
Rhus_copallinum,Shrub,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Sapindales,Anacardiaceae,Nanophanerophyte,TBM,Ramet,NA,NA,USA,5,1998,2002,4,5,Yes,NA,NA,S
Rosa_multiflora,Shrub,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Rosales,Rosaceae,Chamaephyte,TBM,Genet,NA,NA,USA,2,2007,2008,1,4,NA,Yes,NA,ST
Rosmarinus_tomentosus,Shrub,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Lamiales,Lamiaceae,Chamaephyte,MED,Genet,NA,NA,ESP,5,2002,2006,3,4,NA,Yes,NA,ST
Roupala_montana,Tree,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Proteales,Proteaceae,Mesophanerophyte,TGV,Ramet,NA,NA,BRA,5,1991,1995,1,14,Stem diameter,Based on size,NA,S
Rourea_induta,Shrub,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Oxalidales,Connaraceae,Nanophanerophyte,TGV,Genet,NA,NA,BRA,5,1991,1995,1,14,Stem diameter,Based on size,NA,S
Rubus_discolor,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Rosales,Rosaceae,Geophyte,TBM,Ramet,NA,NA,USA,3,1999,2001,1,4,NA,Yes,NA,ST
Rubus_saxatilis,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Rosales,Rosaceae,Geophyte,TUN,Ramet,NA,NA,SWE,6,1987,1992,2,4,NA,Yes,NA,ST
Rubus_ursinus,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Rosales,Rosaceae,Geophyte,TCF,Ramet,NA,NA,USA,3,1999,2001,1,4,NA,Yes,NA,ST
Rumex_obtusifolius,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Caryophyllales,Polygonaceae,Geophyte,TBM,Genet,NA,NA,ESP,3,1992,1994,1,6,Rhizome diameter,Yes,NA,S.ST
Rumex_rupestris,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Caryophyllales,Polygonaceae,Geophyte,TBM,Genet,NA,NA,ESP,6,2001,2006,2,4,NA,Yes,NA,ST
Sabal_minor,Palm,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Arecales,Arecaceae,Mesophanerophyte,TBM,Genet,NA,NA,USA,5,NA,NA,2,12,Leaf mass,Based on size,NA,S
Sabal_yapa,Palm,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Arecales,Arecaceae,Megaphanerophyte,TDB,Genet,NA,NA,MEX,3,2001,2003,3,8,Height,Yes,NA,S.ST
Salix_arctica,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Malpighiales,Salicaceae,Chamaephyte,TUN,Ramet,NA,NA,CAN,2,1995,1996,1,5,NA,NA,Yes,A
Salix_arctica_2,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Malpighiales,Salicaceae,Chamaephyte,TUN,Ramet,NA,NA,CAN,2,1995,1996,1,4,NA,Yes,NA,ST
Sanicula_europaea,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Apiales,Apiaceae,Chamaephyte,TBM,Genet,NA,NA,SWE,3,1997,1999,1,5,Leaf area,Based on size,NA,S
Santolina_melidensis,Herbaceous perennial,Chromalveolata,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Asterales,Asteraceae,Geophyte,TBM,Genet,NA,NA,ESP,6,2001,2006,1,4,Diameter,Based on size,NA,S
Sapium_sebiferum,Tree,Chromalveolata,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Malpighiales,Euphorbiaceae,Mesophanerophyte,TCF,Genet,NA,NA,USA,4,1997,2000,5,12,Height,NA,NA,S
Saponaria_bellidifolia,Herbaceous perennial,Chromalveolata,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Caryophyllales,Caryophyllaceae,Chamaephyte,MED,Genet,NA,NA,ROU,5,2004,2008,4,4,NA,Yes,NA,ST
Sarcocapnos_baetica,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Ranunculales,Fumariaceae,Hemicryptophyte,MED,Genet,NA,NA,ESP,4,1997,2000,1,3,Leaf number,Based on size,NA,S
Sarcocapnos_enneaphylla,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Ranunculales,Fumariaceae,Hemicryptophyte,MED,Genet,NA,NA,ESP,4,1997,2000,2,2,Leaf number,Based on size,NA,S
Sarcocapnos_pulcherrima,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Ranunculales,Fumariaceae,Hemicryptophyte,MED,Genet,NA,NA,ESP,4,1997,2000,2,3,Leaf number,Based on size,NA,S
Sarracenia_alata,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Ericales,Sarraceniaceae,Hemicryptophyte,TCF,Ramet,NA,NA,USA,3,1997,1999,1,4,Largest pitcher length,Based on size,NA,S
Sarracenia_purpurea,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Ericales,Sarraceniaceae,Helophyte,TBM,Genet,NA,NA,USA,3,1998,2000,2,4,Rosette diameter,Based on size,NA,S
Saussurea_medusa,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Asterales,Asteraceae,Chamaephyte,MON,Genet,NA,NA,CHN,5,2002,2006,2,5,NA,Yes,NA,ST
Saxifraga_aizoides,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Saxifragales,Saxifragaceae,Hemicryptophyte,TBM,Genet,NA,NA,AUT,3,2004,2006,1,5,Number of rosettes,Yes,NA,S.ST
Saxifraga_cotyledon,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Saxifragales,Saxifragaceae,Hemicryptophyte,BOR,Ramet,NA,NA,SWE,5,1992,1996,1,7,Diameter (mm) of Rosette,Based on size (Rosette height),NA,S
Saxifraga_tridactylites,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Saxifragales,Saxifragaceae,Hemicryptophyte,TBM,Genet,NA,NA,CZE,3,2000,2002,1,2,NA,Yes,NA,ST
Scabiosa_columbaria,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Dipsacales,Dipsacaceae,Hemicryptophyte,TBM,Genet,NA,NA,NLD,4,1980,1983,1,3,NA,Yes,NA,ST
